item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q1400546,Federico Peña,"U.S. Secretary of Transportation, 1993-1997",Q6581097,male,1947-03-15T00:00:00Z,11,,
Q1375704,Felix Grundy,American politician (1777-1840),Q6581097,male,1777-09-11T00:00:00Z,11,1840-12-19T00:00:00Z,11
Q254478,Frances Perkins,American politician,Q6581072,female,1880-04-10T00:00:00Z,11,1965-05-14T00:00:00Z,11
Q254478,Frances Perkins,American politician,Q6581072,female,1882-04-10T00:00:00Z,11,1965-05-14T00:00:00Z,11
Q706147,Francis Biddle,United States federal judge (1886-1968),Q6581097,male,1886-05-09T00:00:00Z,11,1968-10-04T00:00:00Z,11
Q1294838,Francis J. Harvey,former secretary of the United States Army,Q6581097,male,1943-07-08T00:00:00Z,11,,
Q193009,Frank B. Kellogg,American politician (1856-1937),Q6581097,male,1856-12-22T00:00:00Z,11,1937-12-21T00:00:00Z,11
Q518861,Frank Carlucci,American politician (1930-2018),Q6581097,male,1930-10-18T00:00:00Z,11,2018-06-03T00:00:00Z,11
Q981007,Frank G. Wisner,"American diplomat, politician",Q6581097,male,1938-07-02T00:00:00Z,11,,
Q526220,Frank Knox,47th Secretary of the Navy of the United States (1874-1944),Q6581097,male,1874-01-01T00:00:00Z,11,1944-04-28T00:00:00Z,11
Q887724,Frank Murphy,Associate Justice of the Supreme Court of the United States (1890-1949),Q6581097,male,1890-04-13T00:00:00Z,11,1949-07-19T00:00:00Z,11
Q1443928,Frank Pace,United States public official and business executive,Q6581097,male,1912-07-05T00:00:00Z,11,1988-01-08T00:00:00Z,11
Q380759,Franklin Knight Lane,American politician,Q6581097,male,1864-07-15T00:00:00Z,11,1921-05-18T00:00:00Z,11
Q1371351,Franklin MacVeagh,American politician (1837-1934),Q6581097,male,1837-11-22T00:00:00Z,11,1934-07-06T00:00:00Z,11
Q64781810,Franklin Orr,American chemical engineer,Q6581097,male,1946-01-01T00:00:00Z,9,,
Q371052,Fred Andrew Seaton,American politician (1909-1974),Q6581097,male,1909-12-11T00:00:00Z,11,1974-01-16T00:00:00Z,11
Q3752639,Fred Korth,American Secretary of the Navy,Q6581097,male,1909-09-09T00:00:00Z,11,1998-09-14T00:00:00Z,11
Q460151,Fred M. Vinson,American politician and Supreme Court justice (1890-1953),Q6581097,male,1890-01-22T00:00:00Z,11,1953-09-08T00:00:00Z,11
Q373578,Frederick B. Dent,American politician (1922-2019),Q6581097,male,1922-08-17T00:00:00Z,11,2019-12-10T00:00:00Z,11
Q374168,Frederick H. Mueller,United States Secretary of Commerce (1893-1976),Q6581097,male,1893-11-22T00:00:00Z,11,1976-08-31T00:00:00Z,11
Q709453,Frederick Theodore Frelinghuysen,American politician (1817-1885),Q6581097,male,1817-08-04T00:00:00Z,11,1885-05-20T00:00:00Z,11
Q939880,G. William Miller,American government official (1925-2006),Q6581097,male,1925-03-09T00:00:00Z,11,2006-03-17T00:00:00Z,11
Q271717,Gale Norton,United States Secretary of the Interior,Q6581072,female,1954-03-11T00:00:00Z,11,,
Q310841,Garret Hobart,U.S. Vice President (1844-1899),Q6581097,male,1844-06-03T00:00:00Z,11,1899-11-21T00:00:00Z,11
Q350378,Gary Locke,American politician,Q6581097,male,1950-01-21T00:00:00Z,11,,
Q1334556,George B. Cortelyou,American politician (1862-1940),Q6581097,male,1862-07-26T00:00:00Z,11,1940-10-23T00:00:00Z,11
Q997635,George Ball,American diplomat (1909-1994),Q6581097,male,1909-12-21T00:00:00Z,11,1994-05-26T00:00:00Z,11
Q741482,George Bancroft,"American historian, statesman, founder of United States Naval Academy (1800-1891)",Q6581097,male,1800-10-03T00:00:00Z,11,1891-01-17T00:00:00Z,11
Q201646,George Clinton,"American soldier and statesman, considered one of the Founding Fathers of the United States (1739-1812)",Q6581097,male,1739-07-26T00:00:00Z,11,1812-04-20T00:00:00Z,11
Q925084,George Edmund Badger,American Secretary of the Navy and senator for North Carolina (1795-1866),Q6581097,male,1795-04-17T00:00:00Z,11,1866-05-11T00:00:00Z,11
Q23505,George H. W. Bush,41st president of the United States (1924-2018),Q6581097,male,1924-06-12T00:00:00Z,11,2018-11-30T00:00:00Z,11
Q725008,George Henry Williams,"American Lawyer, judge and politician, Oregon (1823-1910)",Q6581097,male,1823-03-26T00:00:00Z,11,1910-04-04T00:00:00Z,11
Q1439143,George Humphrey,British psychologist,Q6581097,male,1889-07-17T00:00:00Z,11,1966-04-24T00:00:00Z,11
Q1378961,George M. Bibb,American politician (1776-1859),Q6581097,male,1776-10-30T00:00:00Z,11,1859-04-14T00:00:00Z,11
Q310849,George M. Dallas,11th Vice President of the United States (1792-1864),Q6581097,male,1792-07-10T00:00:00Z,11,1864-12-31T00:00:00Z,11
Q1371329,George Magoffin Humphrey,American politician (1890-1970),Q6581097,male,1890-03-08T00:00:00Z,11,1970-01-20T00:00:00Z,11
Q151414,George Marshall,"US military leader, Army Chief of Staff (1880-1959)",Q6581097,male,1880-12-31T00:00:00Z,11,1959-10-16T00:00:00Z,11
Q313411,George P. Shultz,"American economist, statesman, and businessman",Q6581097,male,1920-12-13T00:00:00Z,11,2021-02-06T00:00:00Z,11
Q544561,George S. Boutwell,United States politician (1818-1905),Q6581097,male,1818-01-28T00:00:00Z,11,1905-02-27T00:00:00Z,11
Q769752,George W. Campbell,American politician (1769-1848),Q6581097,male,1769-02-09T00:00:00Z,11,1848-02-17T00:00:00Z,11
Q330995,George W. Crawford,American politician (1798-1872),Q6581097,male,1798-12-22T00:00:00Z,11,1872-07-27T00:00:00Z,11
Q520275,George W. Romney,American business executive and politician (1907-1995),Q6581097,male,1907-07-08T00:00:00Z,11,1995-07-26T00:00:00Z,11
Q351949,George Woodward Wickersham,American lawyer (1858-1936),Q6581097,male,1858-09-19T00:00:00Z,11,1936-01-25T00:00:00Z,11
Q9582,Gerald Ford,"American politician, 38th President of the United States (in office from 1974 to 1977)",Q6581097,male,1913-07-14T00:00:00Z,11,2006-12-26T00:00:00Z,11
Q2303939,Gideon Welles,United States Secretary of the Navy,Q6581097,male,1802-07-01T00:00:00Z,11,1878-02-11T00:00:00Z,11
Q5562899,Gina McCarthy,American government official,Q6581072,female,1954-05-03T00:00:00Z,11,,
Q5562913,Gina Raimondo,American politician,Q6581072,female,1971-05-17T00:00:00Z,11,,
Q723378,Gordon Gray,official in the government of the United States (1909-1982),Q6581097,male,1909-05-30T00:00:00Z,11,1982-11-25T00:00:00Z,11
Q723378,Gordon Gray,official in the government of the United States (1909-1982),Q6581097,male,1909-05-30T00:00:00Z,11,1982-11-26T00:00:00Z,11
Q3110903,Gordon H. Mansfield,Recipient of the Purple Heart medal,Q6581097,male,1941-09-15T00:00:00Z,11,2013-01-29T00:00:00Z,11
Q323508,Gordon R. England,American politician,Q6581097,male,1937-09-15T00:00:00Z,11,,
Q28469524,Grace Bochenek,American industrial engineer,Q6581072,female,1961-06-15T00:00:00Z,11,,
Q1545383,Gregory R. Dahlberg,American government official,Q6581097,male,1951-11-23T00:00:00Z,11,,
Q1335058,Griffin Bell,American judge (1918-2009),Q6581097,male,1918-10-31T00:00:00Z,11,2009-01-05T00:00:00Z,11
Q685992,Hamilton Fish,American politician (1808-1893),Q6581097,male,1808-08-03T00:00:00Z,11,1893-09-07T00:00:00Z,11
Q366343,Hamilton Jordan,Chief of Staff to President of the United States Jimmy Carter (1944-2008),Q6581097,male,1944-09-21T00:00:00Z,11,2008-05-20T00:00:00Z,11
Q273546,Hannibal Hamlin,first Republican to serve as Vice President of the United States (1809-1891),Q6581097,male,1809-08-27T00:00:00Z,11,1891-07-04T00:00:00Z,11
Q11974076,Hans Mark,American government official,Q6581097,male,1929-06-17T00:00:00Z,11,,
Q5651089,Hansford T. Johnson,United States general,Q6581097,male,1936-01-03T00:00:00Z,11,,
Q942386,Harlan F. Stone,United States federal judge (1872-1946),Q6581097,male,1872-10-11T00:00:00Z,11,1946-04-22T00:00:00Z,11
Q552916,Harold Brown,U.S. Secretary of Defense (1927-2019),Q6581097,male,1927-09-19T00:00:00Z,11,2019-01-04T00:00:00Z,11
Q15497642,Harold E. Talbott,United States Secretary of the Air Force,Q6581097,male,1888-03-31T00:00:00Z,11,1957-03-02T00:00:00Z,11
Q1400386,Harold L. Ickes,American politician (1874-1952),Q6581097,male,1874-03-15T00:00:00Z,11,1952-02-03T00:00:00Z,11
Q886692,Harry Hines Woodring,American politician and United States Army officer (1890-1967),Q6581097,male,1890-05-31T00:00:00Z,11,1967-09-09T00:00:00Z,11
Q450615,Harry Hopkins,"American politician, 8th United States Secretary of Commerce, assistant to President Franklin Delano Roosevelt (1890-1946)",Q6581097,male,1890-08-17T00:00:00Z,11,1946-01-29T00:00:00Z,11
Q351931,Harry Micajah Daugherty,United States Attorney General (1860-1941),Q6581097,male,1860-01-26T00:00:00Z,11,1941-10-12T00:00:00Z,11
Q958413,Harry Robbins Haldeman,White House Chief of Staff (1926-1993),Q6581097,male,1926-10-27T00:00:00Z,11,1993-11-12T00:00:00Z,11
Q11613,Harry S Truman,"American politician (1884–1972), 33rd President of the United States (in office from 1945 to 1953)",Q6581097,male,1884-05-08T00:00:00Z,11,1972-12-26T00:00:00Z,11
Q465586,Hazel R. O'Leary,"Politician, lawyer",Q6581072,female,1937-05-17T00:00:00Z,11,,
Q459712,Heather Wilson,American politician (Republican),Q6581072,female,1960-12-30T00:00:00Z,11,,
Q16152084,Hector Barreto,American businessman,Q6581097,male,1961-01-01T00:00:00Z,9,,
Q251666,Henry A. Wallace,33rd vice president of the United States (1888-1965),Q6581097,male,1888-10-07T00:00:00Z,11,1965-11-18T00:00:00Z,11
Q450984,Henry Cabot Lodge Jr.,American politician (1902-1985),Q6581097,male,1902-07-05T00:00:00Z,11,1985-02-27T00:00:00Z,11
Q464219,Henry Cantwell Wallace,United States Secretary of Agriculture (1866-1924),Q6581097,male,1866-05-11T00:00:00Z,11,1924-10-25T00:00:00Z,11
Q1606601,Henry Cisneros,American mayor,Q6581097,male,1947-06-11T00:00:00Z,11,,
Q319630,Henry Clay,American politician from Kentucky (1777-1852),Q6581097,male,1777-04-12T00:00:00Z,11,1852-06-29T00:00:00Z,11
Q968412,Henry D. Gilpin,United States Attorney General (1801-1860),Q6581097,male,1801-04-14T00:00:00Z,11,1860-01-29T00:00:00Z,11
Q963349,Henry Dearborn,American politician (1751-1829),Q6581097,male,1751-02-23T00:00:00Z,11,1829-06-06T00:00:00Z,11
Q1385526,Henry H. Fowler,American lawyer and politician (1908-2000),Q6581097,male,1908-09-05T00:00:00Z,11,2000-01-03T00:00:00Z,11
Q66107,Henry Kissinger,United States Secretary of State,Q6581097,male,1923-05-27T00:00:00Z,11,,
Q355680,Henry Knox,"Continental Army and US Army general, US Secretary of War (1750-1806)",Q6581097,male,1750-07-25T00:00:00Z,11,1806-10-21T00:00:00Z,11
Q355680,Henry Knox,"Continental Army and US Army general, US Secretary of War (1750-1806)",Q6581097,male,1750-07-25T00:00:00Z,11,1806-10-25T00:00:00Z,11
Q314826,Henry L. Stimson,United States Secretary of War (1867-1950),Q6581097,male,1867-09-21T00:00:00Z,11,1950-10-20T00:00:00Z,11
Q450751,Henry Morgenthau Jr.,American politician (1891-1967),Q6581097,male,1891-05-11T00:00:00Z,11,1967-02-06T00:00:00Z,11
Q311025,Henry Paulson,74th United States Secretary of the Treasury,Q6581097,male,1946-03-28T00:00:00Z,11,,
Q1641730,Henry Skillman Breckinridge,"Olympic fencer, Lawyer and politician (1886-1960)",Q6581097,male,1886-05-25T00:00:00Z,11,1960-05-02T00:00:00Z,11
Q724515,Henry Stanbery,American lawyer (1803-1881),Q6581097,male,1803-02-20T00:00:00Z,11,1881-06-26T00:00:00Z,11
Q313302,Henry Wilson,"Union Army officer, Vice president, politician, historian (1812-1875)",Q6581097,male,1812-02-16T00:00:00Z,11,1875-11-22T00:00:00Z,11
Q1607976,Herbert Alton Meyer,American politician (1886-1950),Q6581097,male,1886-08-30T00:00:00Z,11,1950-10-02T00:00:00Z,11
Q351761,Herbert Brownell,American politician (1904-1996),Q6581097,male,1904-02-20T00:00:00Z,11,1996-05-01T00:00:00Z,11
Q35236,Herbert Hoover,31st President of the United States of America (1874−1964).,Q6581097,male,1874-08-10T00:00:00Z,11,1964-10-20T00:00:00Z,11
Q937285,Hershel W. Gober,Recipient of the Purple Heart medal,Q6581097,male,1936-12-21T00:00:00Z,11,,
Q31213846,Hilary J. Sandoval Jr.,,Q6581097,male,1930-01-29T00:00:00Z,11,1973-06-11T00:00:00Z,11
Q50610,Hilda Solis,25th United States Secretary of Labor,Q6581072,female,1957-10-20T00:00:00Z,11,,
Q6294,Hillary Clinton,American politician,Q6581072,female,1947-10-26T00:00:00Z,11,,
Q1375718,Homer Stille Cummings,American politician (1870-1956),Q6581097,male,1870-04-30T00:00:00Z,11,1956-09-10T00:00:00Z,11
Q1337643,Howard Baker,American politician (1925-2014),Q6581097,male,1925-11-15T00:00:00Z,11,2014-06-26T00:00:00Z,11
Q12068139,Howard J. Samuels,American businessman and politician,Q6581097,male,1919-12-03T00:00:00Z,11,1984-10-26T00:00:00Z,11
Q5920259,Howard M. Radzely,American lawyer,Q6581097,male,1970-01-01T00:00:00Z,9,,
Q881568,Howard Mason Gore,American politician (1877-1947),Q6581097,male,1877-10-12T00:00:00Z,11,1947-06-20T00:00:00Z,11
Q878291,Howell Cobb,American politician (1815-1868),Q6581097,male,1815-09-07T00:00:00Z,11,1868-10-09T00:00:00Z,11
Q209989,Hubert Humphrey,"American politician, 38th vice president of the United States",Q6581097,male,1911-05-27T00:00:00Z,11,1978-01-13T00:00:00Z,11
Q368717,Hubert Work,American politician (1860-1942),Q6581097,male,1860-07-03T00:00:00Z,11,1942-12-14T00:00:00Z,11
Q942759,Hugh McCulloch,American politician,Q6581097,male,1808-12-07T00:00:00Z,11,1895-05-24T00:00:00Z,11
Q1374183,Hugh S. Legaré,American politician (1797-1843),Q6581097,male,1797-01-02T00:00:00Z,11,1843-06-20T00:00:00Z,11
Q19666288,Isaac Newton,first United States Commissioner of Agriculture,Q6581097,male,1800-03-31T00:00:00Z,11,1867-06-19T00:00:00Z,11
Q881600,Isaac Toucey,American politician (1792-1869),Q6581097,male,1792-11-15T00:00:00Z,11,1869-07-30T00:00:00Z,11
Q104717188,Isabel Guzman,American government administrator and business advocate,Q6581072,female,1971-01-01T00:00:00Z,9,,
Q56630709,J. Michael Dorsey,,Q6581097,male,1943-02-06T00:00:00Z,11,,
Q357676,Jack Kemp,"American football player, quarterback, U.S. Congressman (1935-2009)",Q6581097,male,1935-07-13T00:00:00Z,11,2009-05-02T00:00:00Z,11
Q1677579,Jack Lew,76th United States Secretary of the Treasury,Q6581097,male,1955-08-29T00:00:00Z,11,,
Q366337,Jack Watson,American politician (Democrat),Q6581097,male,1938-10-24T00:00:00Z,11,,
Q177350,Jacob Dolson Cox,Union Army General (1828-1900),Q6581097,male,1828-10-27T00:00:00Z,11,1900-08-04T00:00:00Z,11
Q350080,Jacob M. Dickinson,Confederate Army soldier (1851-1928),Q6581097,male,1851-01-30T00:00:00Z,11,1928-12-13T00:00:00Z,11
Q888950,James B. Edwards,American politician,Q6581097,male,1927-06-24T00:00:00Z,11,2014-12-26T00:00:00Z,11
Q223151,James Baker,former U.S. Secretary of State,Q6581097,male,1930-04-28T00:00:00Z,11,,
Q12325,James Buchanan,"American politician, 15th President of the United States (in office from 1857 to 1861)",Q6581097,male,1791-04-23T00:00:00Z,11,1868-06-01T00:00:00Z,11
Q373382,James C. Dobbin,American politician (1814-1857),Q6581097,male,1814-01-17T00:00:00Z,11,1857-08-04T00:00:00Z,11
Q32937573,James C. Sanders,American businessman,Q6581097,male,1926-11-07T00:00:00Z,11,2018-03-31T00:00:00Z,11
Q724204,James Clark McReynolds,United States federal judge and Supreme Court Justice (1862-1946),Q6581097,male,1862-02-03T00:00:00Z,11,1946-08-24T00:00:00Z,11
Q976990,James D. Watkins,"Chief of U.S. Naval operations (1982–86), 6th U.S. Secretary of Energy (1989–93)",Q6581097,male,1927-03-07T00:00:00Z,11,2012-07-26T00:00:00Z,11
Q6133157,James E. McPherson,United States admiral,Q6581097,male,1955-01-01T00:00:00Z,9,,
Q432726,James F. Byrnes,American politician,Q6581097,male,1879-05-02T00:00:00Z,11,1972-04-09T00:00:00Z,11
Q432726,James F. Byrnes,American politician,Q6581097,male,1882-05-02T00:00:00Z,11,1972-04-09T00:00:00Z,11
Q16107422,James F. McGovern,American government official,Q6581097,male,1946-01-01T00:00:00Z,9,,
Q463385,James Forrestal,"United States Navy officer and civil servant, Undersecretary of the Navy (1892-1949)",Q6581097,male,1892-02-15T00:00:00Z,11,1949-05-22T00:00:00Z,11
Q448778,James G. Blaine,American Republican politician (1830-1893),Q6581097,male,1830-01-31T00:00:00Z,11,1893-01-27T00:00:00Z,11
Q6134388,James G. Roche,United States Navy officer,Q6581097,male,1939-12-16T00:00:00Z,11,,
Q710501,James G. Watt,United States Secretary of the Interior,Q6581097,male,1938-01-31T00:00:00Z,11,,
Q1680480,James Guthrie,American politician and businessman (1792-1869),Q6581097,male,1792-12-05T00:00:00Z,11,1869-03-13T00:00:00Z,11
Q1680479,James H. Burnley IV,U.S. Secretary of Transportation,Q6581097,male,1948-07-30T00:00:00Z,11,,
Q1589127,"James H. Douglas, Jr.",Served in the United States Department of Defense as Secretary of the Air Force and Deputy Secretary of Defense (1899-1988),Q6581097,male,1899-03-11T00:00:00Z,11,1988-02-24T00:00:00Z,11
Q376747,James Harlan,American politician (1820-1899),Q6581097,male,1820-08-26T00:00:00Z,11,1899-10-05T00:00:00Z,11
Q724197,James Howard McGrath,American politician (1903-1966),Q6581097,male,1903-11-28T00:00:00Z,11,1966-09-02T00:00:00Z,11
Q1680613,James John Davies,American politician (1873-1947),Q6581097,male,1873-10-27T00:00:00Z,11,1947-11-11T00:00:00Z,11
Q1680613,James John Davies,American politician (1873-1947),Q6581097,male,1873-10-27T00:00:00Z,11,1947-11-22T00:00:00Z,11
Q372969,James Kirke Paulding,American government official (1778-1860),Q6581097,male,1778-08-22T00:00:00Z,11,1860-04-06T00:00:00Z,11
Q1314442,James Loy,Commander of the US Coast Guard and Deputy Secretary of Homeland Security,Q6581097,male,1942-08-10T00:00:00Z,11,,
Q11813,James Madison,4th president of the United States (1751−1836),Q6581097,male,1751-03-16T00:00:00Z,11,1836-06-28T00:00:00Z,11
Q331036,James Madison Porter,American politician (1793-1862),Q6581097,male,1793-01-06T00:00:00Z,11,1862-11-11T00:00:00Z,11
Q267902,James Mattis,26th United States Secretary of Defense; United States Marine Corps general,Q6581097,male,1950-09-08T00:00:00Z,11,,
Q266119,James McHenry,American politician (1753-1816),Q6581097,male,1753-11-16T00:00:00Z,11,1816-05-03T00:00:00Z,11
Q11815,James Monroe,"American politician, 5th President of the United States (in office from 1817 to 1825)",Q6581097,male,1758-04-28T00:00:00Z,11,1831-07-04T00:00:00Z,11
Q723812,James P. McGranery,American politician and United States Army officer (1895-1962),Q6581097,male,1895-07-08T00:00:00Z,11,1962-12-23T00:00:00Z,11
Q456907,James P. Mitchell,American politician (1900-1964),Q6581097,male,1900-11-12T00:00:00Z,11,1964-10-19T00:00:00Z,11
Q1534214,James Peake,Recipient of the Purple Heart medal,Q6581097,male,1944-06-18T00:00:00Z,11,,
Q1681008,James R. Clapper,US government official,Q6581097,male,1941-03-14T00:00:00Z,11,,
Q171989,James R. Schlesinger,"United States Secretary of Defense; United States Secretary of Energy; economist, academic and educator (1929-2014)",Q6581097,male,1929-02-15T00:00:00Z,11,2014-03-27T00:00:00Z,11
Q1268791,James Robert Jones,American politician,Q6581097,male,1939-05-05T00:00:00Z,11,,
Q935721,James Rudolph Garfield,American politician (1865-1950),Q6581097,male,1865-10-17T00:00:00Z,11,1930-08-26T00:00:00Z,11
Q935721,James Rudolph Garfield,American politician (1865-1950),Q6581097,male,1865-10-17T00:00:00Z,11,1950-03-24T00:00:00Z,11
Q1681058,James Russell Wiggins,American newspaper editor and diplomat,Q6581097,male,1903-12-04T00:00:00Z,11,2000-11-19T00:00:00Z,11
Q310831,James S. Sherman,American politician (1855-1912),Q6581097,male,1855-10-24T00:00:00Z,11,1912-10-30T00:00:00Z,11
Q910781,James Speed,American politician (1812-1887),Q6581097,male,1812-03-11T00:00:00Z,11,1887-06-25T00:00:00Z,11
Q1385357,James Thomas Lynn,American politician (1927-2010),Q6581097,male,1927-02-27T00:00:00Z,11,2010-12-06T00:00:00Z,11
Q6144879,James W. Plummer,American aerospace engineer,Q6581097,male,1920-01-29T00:00:00Z,11,2013-01-16T00:00:00Z,11
Q373094,James Wilson,Scotland-born United States politician (1835-1920),Q6581097,male,1835-08-16T00:00:00Z,11,1920-08-26T00:00:00Z,11
Q105044605,Jane Nishida,American lawyer and government official,Q6581072,female,1955-01-01T00:00:00Z,9,,
Q229032,Janet Napolitano,American politician and lawyer,Q6581072,female,1957-11-29T00:00:00Z,11,,
Q236421,Janet Reno,former Attorney General of the United States (1938-2016),Q6581072,female,1938-07-21T00:00:00Z,11,2016-11-07T00:00:00Z,11
Q263725,Janet Yellen,78th United States Secretary of the Treasury,Q6581072,female,1946-08-13T00:00:00Z,11,,
Q240534,Jeane Kirkpatrick,American diplomat and Presidential advisor (1926-2006),Q6581072,female,1926-11-19T00:00:00Z,11,2006-12-07T00:00:00Z,11
Q15693955,Jeanne Hulit,American government official,Q6581072,female,1958-01-01T00:00:00Z,9,,
Q358443,Jeff Sessions,former United States Attorney General,Q6581097,male,1946-12-24T00:00:00Z,11,,
Q162269,Jefferson Davis,President of the Confederate States (1808-1889) not of the whole US,Q6581097,male,1808-06-03T00:00:00Z,11,1889-12-06T00:00:00Z,11
Q28968002,Jeffrey A. Rosen,American attorney,Q6581097,male,1958-01-01T00:00:00Z,9,,
Q6176439,Jeh Johnson,fourth United States Secretary of Homeland Security,Q6581097,male,1957-09-11T00:00:00Z,11,,
Q234994,Jennifer Granholm,American politician,Q6581072,female,1959-02-05T00:00:00Z,11,,
Q887084,Jeremiah McLain Rusk,"Union Army general, politician (1830-1893)",Q6581097,male,1830-06-17T00:00:00Z,11,1893-11-21T00:00:00Z,11
Q742459,Jeremiah S. Black,American lawyer and politician (1810-1883),Q6581097,male,1810-01-10T00:00:00Z,11,1883-08-19T00:00:00Z,11
Q1386815,Jesse Brown,former United States Secretary of Veterans Affairs (1944-2002),Q6581097,male,1944-03-27T00:00:00Z,11,2002-08-15T00:00:00Z,11
Q1511130,Jesse H. Jones,American politician and entrepreneur (1874-1956),Q6581097,male,1874-04-05T00:00:00Z,11,1956-06-01T00:00:00Z,11
Q1288295,Jim Nicholson,"American attorney, real estate developer, and politician",Q6581097,male,1938-02-04T00:00:00Z,11,,
Q532279,Jim Webb,"American politician, military officer and author",Q6581097,male,1946-02-09T00:00:00Z,11,,
Q6279,Joe Biden,46th and current president of the United States,Q6581097,male,1942-11-20T00:00:00Z,11,,
Q723956,Joel Roberts Poinsett,politician and diplomat (1779-1851),Q6581097,male,1779-03-02T00:00:00Z,11,1851-12-12T00:00:00Z,11
Q6095801,John A. Scali,American diplomat,Q6581097,male,1918-04-27T00:00:00Z,11,1995-10-09T00:00:00Z,11
Q718922,John Aaron Rawlins,"Union Army general, 29th Secretary of War (1831-1869)",Q6581097,male,1831-02-13T00:00:00Z,11,1869-09-06T00:00:00Z,11
Q11806,John Adams,2nd president of the United States (1735−1826),Q6581097,male,1735-10-30T00:00:00Z,11,1826-07-04T00:00:00Z,11
Q720259,John Adams Dix,Union Army General (1798-1879),Q6581097,male,1798-07-24T00:00:00Z,11,1879-04-21T00:00:00Z,11
Q928640,John Albert Knebel,American politician,Q6581097,male,1936-10-04T00:00:00Z,11,,
Q368192,John Anthony Volpe,American politician (1908-1994),Q6581097,male,1908-12-08T00:00:00Z,11,1994-11-11T00:00:00Z,11
Q1381657,John Armstrong,American politician (1758-1843),Q6581097,male,1758-11-25T00:00:00Z,11,1843-04-01T00:00:00Z,11
Q311141,John Ashcroft,American politician,Q6581097,male,1942-05-09T00:00:00Z,11,,
Q1699281,John Barton Payne,American politician and judge,Q6581097,male,1855-01-26T00:00:00Z,11,1935-01-24T00:00:00Z,11
Q1349142,John Bell,American lawyer and politician (1796-1869),Q6581097,male,1796-02-18T00:00:00Z,11,1869-09-10T00:00:00Z,11
Q879415,John Branch,American politician (1782-1863),Q6581097,male,1782-11-04T00:00:00Z,11,1863-01-03T00:00:00Z,11
Q959976,John Breckinridge,American politician (1760-1806),Q6581097,male,1760-12-02T00:00:00Z,11,1806-12-14T00:00:00Z,11
Q1365901,John Bryson,American businessman,Q6581097,male,1943-07-24T00:00:00Z,11,,
Q273212,John C. Breckinridge,Confederate Army general and Vice President of the United States (1821-1875),Q6581097,male,1821-01-16T00:00:00Z,11,1875-05-17T00:00:00Z,11
Q207191,John C. Calhoun,7th Vice President of the United States (1782-1850),Q6581097,male,1782-03-18T00:00:00Z,11,1850-03-31T00:00:00Z,11
Q1381825,John C. Spencer,American politician (1788-1855),Q6581097,male,1788-01-08T00:00:00Z,11,1855-05-17T00:00:00Z,11
Q887338,John Chafee,United States Senator,Q6581097,male,1922-10-22T00:00:00Z,11,1999-10-24T00:00:00Z,11
Q6225786,John Charles Stetson,United States Secretary of the Air Force,Q6581097,male,1920-09-06T00:00:00Z,11,2007-08-01T00:00:00Z,11
Q311293,John Connally,politician (1917-1993),Q6581097,male,1917-02-27T00:00:00Z,11,1993-06-15T00:00:00Z,11
Q1287554,John Danforth,"American politician, Missouri",Q6581097,male,1936-09-05T00:00:00Z,11,,
Q745731,John Davis Long,"Massachusetts governor, Congressman; Secretary of the Navy (1838-1915)",Q6581097,male,1838-10-27T00:00:00Z,11,1915-08-28T00:00:00Z,11
Q41800022,John Demers,American government employee,Q6581097,male,1971-09-21T00:00:00Z,11,,
Q30303431,John E. Horne,American political strategist,Q6581097,male,1908-03-04T00:00:00Z,11,1985-01-08T00:00:00Z,11
Q878759,John Eaton,American politician and diplomat (1790-1856),Q6581097,male,1790-06-18T00:00:00Z,11,1856-11-17T00:00:00Z,11
Q6232322,John F. Kelly,former White House Chief of Staff and Former United States Marine Corps General,Q6581097,male,1950-05-11T00:00:00Z,11,,
Q730958,John Forsyth,American politician (1780-1841),Q6581097,male,1780-10-22T00:00:00Z,11,1841-10-21T00:00:00Z,11
Q223677,John Foster Dulles,United States Secretary of State (1888-1959),Q6581097,male,1888-02-25T00:00:00Z,11,1959-05-24T00:00:00Z,11
Q1379029,John G. Carlisle,American politician (1834-1910),Q6581097,male,1834-09-05T00:00:00Z,11,1910-07-31T00:00:00Z,11
Q351943,John G. Sargent,United States Attorney General (1860-1939),Q6581097,male,1860-10-13T00:00:00Z,11,1939-03-05T00:00:00Z,11
Q6235947,John Graham,"diplomat, born 1774",Q6581097,male,1774-01-01T00:00:00Z,9,1820-08-06T00:00:00Z,11
Q887489,John H. Sununu,American politician,Q6581097,male,1939-07-02T00:00:00Z,11,,
Q117101,John Hay,"American statesman, diplomat, author and journalist (1838-1905)",Q6581097,male,1838-10-08T00:00:00Z,11,1905-07-01T00:00:00Z,11
Q1700505,John Howard Dalton,American banker and administrator,Q6581097,male,1941-12-13T00:00:00Z,11,,
Q880239,John J. Crittenden,United States Attorney General (1787-1863),Q6581097,male,1787-09-10T00:00:00Z,11,1863-07-26T00:00:00Z,11
Q6241291,John J. Sullivan,"American diplomat, politician and lawyer",Q6581097,male,1959-11-20T00:00:00Z,11,,
Q310847,John Jay,"American politician, Patriot, diplomat, and one of the Founding Fathers of the United States (1745-1829)",Q6581097,male,1745-12-12T00:00:00Z,11,1829-01-01T00:00:00Z,9
