item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacesLabel,replacedBy,replacedByLabel,nature,natureLabel,source,sourceName,statedName,psid
Q373274,Eric Shinseki,Q1658460,United States Secretary of Veterans Affairs,2009-01-21T00:00:00Z,2014-05-30T00:00:00Z,,,7,Q1534214,James Peake,Q16499744,Sloan D. Gibson,,,,,,Q373274-3C4AE321-DAED-4243-8953-A0692F23B7D4
Q5393576,Ernest Moniz,Q1029968,United States Secretary of Energy,2013-05-21T00:00:00Z,2017-01-20T00:00:00Z,,,,Q172466,Steven Chu,Q215057,Rick Perry,,,,,,Q5393576-c119c893-487e-f243-9007-2f76249f0c8d
Q731097,Erskine Bowles,Q15623718,Administrator of the Small Business Administration,1993-05-07T00:00:00Z,1994-10-03T00:00:00Z,,,18,Q458473,Pat Saiki,Q7183940,Philip Lader,,,,,,Q731097-7396EF37-8A74-468A-8E08-04A2EA05BA93
Q731097,Erskine Bowles,Q786242,White House Chief of Staff,1997-01-20T00:00:00Z,1998-10-20T00:00:00Z,,,,Q244631,Leon Panetta,Q1290476,John Podesta,,,,,,Q731097-FC65D877-E934-42FE-B491-976195F83A57
Q374976,Ethan A. Hitchcock,Q2287650,United States Secretary of the Interior,1899-02-20T00:00:00Z,1907-03-04T00:00:00Z,,,,Q382782,Cornelius Newton Bliss,Q935721,James Rudolph Garfield,,,,,,Q374976-ce5ef2bb-4aeb-564f-4089-2d92e3c1c140
Q1373143,Eugene M. Zuckert,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q1373143-3e37df93-241e-41f8-8c07-105e09a49473
Q30334345,Eugene P. Foley,Q15623718,Administrator of the Small Business Administration,,,,,,,,,,,,,,,Q30334345-8cec6175-f8a7-4a3d-96cd-98a2b0a98178
Q16875330,Eugene Scalia,Q967750,United States Secretary of Labor,2019-09-30T00:00:00Z,2021-01-20T00:00:00Z,,,,Q30349466,Patrick Pizzella,Q105320190,Al Stewart,,,,,,Q16875330-fda43a3a-bbb9-4d75-b5bf-81e1e796c40a
Q1386097,Ezra Taft Benson,Q1029955,United States Secretary of Agriculture,,,,,,,,,,,,,,,Q1386097-3b2e9c20-5e37-4e8b-b1c6-031137582200
Q376103,F. David Mathews,Q3310559,"United States Secretary of Health, Education, and Welfare",1975-08-08T00:00:00Z,1977-01-20T00:00:00Z,,,,Q434142,Caspar Weinberger,Q1706385,"Joseph A. Califano, Jr.",,,,,,Q376103-2f6e5700-2455-4c4e-bd94-5a80c1a52860
Q5424107,F. Whitten Peters,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q5424107-5d78ba19-48e8-58b5-7b85-fae558f08dd9
Q1400546,Federico Peña,Q967737,United States Secretary of Transportation,1993-01-21T00:00:00Z,1997-02-14T00:00:00Z,,,12,Q504029,Andrew Card,Q2161181,Rodney E. Slater,,,,,,Q1400546-30DD6B80-E66A-4C4B-B948-97414CABC72E
Q1375704,Felix Grundy,Q636207,United States Attorney General,1838-07-05T00:00:00Z,1840-01-10T00:00:00Z,,,13,Q817486,Benjamin Franklin Butler,Q968412,Henry D. Gilpin,,,,,,Q1375704-226139EC-0736-4C5F-95F4-A21E2572A718
Q254478,Frances Perkins,Q967750,United States Secretary of Labor,1933-03-04T00:00:00Z,1945-06-30T00:00:00Z,,,4,Q2580093,William N. Doak,Q1767521,Lewis B. Schwellenbach,,,,,,Q254478-31A4F9A8-4561-4F5C-9C76-67D70A7B197D
Q3430896,Francis B. Loomis,Q14213,United States Secretary of State,1905-07-01T00:00:00Z,1905-07-18T00:00:00Z,,,,Q117101,John Hay,Q220619,Elihu Root,,,,,,Q3430896-adc93f6e-4ef1-b17b-7733-796ce013d8ff
Q706147,Francis Biddle,Q636207,United States Attorney General,1941-08-26T00:00:00Z,1945-06-26T00:00:00Z,,,58,Q505450,Robert H. Jackson,Q724116,Thomas Campbell Clark,,,,,,Q706147-B6F2F2C0-6251-4F52-831C-92B8998BEF80
Q1294838,Francis J. Harvey,Q1591470,United States Secretary of the Army,,,,,,,,,,,,,,,Q1294838-8C6A573D-35BF-4D79-9A4E-5ACC24C11622
Q193009,Frank B. Kellogg,Q14213,United States Secretary of State,1925-03-05T00:00:00Z,1929-03-28T00:00:00Z,,,45,Q313252,Charles Evans Hughes,Q314826,Henry L. Stimson,,,,,,Q193009-FC9AAC22-C349-4232-A1A2-CC0513930892
Q518861,Frank Carlucci,Q735015,United States Secretary of Defense,1987-11-23T00:00:00Z,1989-01-20T00:00:00Z,,,16,Q434142,Caspar Weinberger,Q48259,Dick Cheney,,,,,,Q518861-3D4AD0E1-DDF1-41BE-90C5-28518D2C03C4
Q981007,Frank G. Wisner,Q14213,United States Secretary of State,1993-01-20T00:00:00Z,1993-01-20T00:00:00Z,,,,Q210308,Lawrence Eagleburger,Q294358,Warren Christopher,,,,,,Q981007-d3b0af8f-494a-31d4-15b4-bef204b9df4c
Q526220,Frank Knox,Q940135,United States Secretary of the Navy,1940-07-11T00:00:00Z,1944-04-28T00:00:00Z,,,47,Q881295,Charles Edison,Q463385,James Forrestal,,,,,,Q526220-FB2B03F8-3527-4A5D-BA00-C476BA12F4AC
Q887724,Frank Murphy,Q636207,United States Attorney General,1939-01-02T00:00:00Z,1940-01-18T00:00:00Z,,,56,Q1375718,Homer Stille Cummings,Q505450,Robert H. Jackson,,,,,,Q887724-8DD3CD3D-7E1E-4AFB-9326-47A96E8C47FC
Q1443928,Frank Pace,Q1591470,United States Secretary of the Army,,,,,,,,,,,,,,,Q1443928-1742074A-C89F-4B83-82D1-668993B8E867
Q1814120,Frank Polk,Q14213,United States Secretary of State,1920-02-14T00:00:00Z,1920-03-14T00:00:00Z,,,,Q361366,Robert Lansing,Q708024,Bainbridge Colby,,,,,,Q1814120-0818b01d-4a30-58e7-9963-c6ef374e7759
Q380759,Franklin Knight Lane,Q2287650,United States Secretary of the Interior,1913-03-06T00:00:00Z,1920-03-01T00:00:00Z,,,,Q928627,Walter L. Fisher,Q1699281,John Barton Payne,,,,,,Q380759-b63f5b1b-45e8-2ee9-b972-89c44be0c385
Q1371351,Franklin MacVeagh,Q4215834,United States Secretary of the Treasury,1909-03-08T00:00:00Z,1913-03-05T00:00:00Z,,,45,Q1334556,George B. Cortelyou,Q741058,William Gibbs McAdoo,,,,,,Q1371351-FE9D658A-1ECD-49F7-B124-25AE94566B44
Q64781810,Franklin Orr,Q1029968,United States Secretary of Energy,,,,,,,,,,,,,,,Q64781810-2bc58016-2fc4-4928-ae6a-5d4062c73643
Q371052,Fred Andrew Seaton,Q2287650,United States Secretary of the Interior,1956-06-08T00:00:00Z,1961-01-20T00:00:00Z,,,36,Q886026,Douglas McKay,Q1347844,Stewart Udall,,,,,,Q371052-A2874CBC-C441-4C63-9A1F-C00E507F3A7E
Q3752639,Fred Korth,Q940135,United States Secretary of the Navy,,,,,,,,,,,,,,,Q3752639-1c649102-b1ee-4632-98f1-27c5015ea7b5
Q460151,Fred M. Vinson,Q4215834,United States Secretary of the Treasury,1945-07-23T00:00:00Z,1946-06-23T00:00:00Z,,,53,Q450751,Henry Morgenthau Jr.,Q1702076,John Wesley Snyder,,,,,,Q460151-73565F7C-E424-4117-9A83-675C2AC4C6BB
Q373578,Frederick B. Dent,Q2003296,United States Secretary of Commerce,1973-02-02T00:00:00Z,1975-03-26T00:00:00Z,,,21,Q456216,Peter George Peterson,Q942318,Rogers Morton,,,,,,Q373578-f800314e-4728-4a85-06ed-4e96e821fbb1
Q373578,Frederick B. Dent,Q27907212,United States Trade Representative,1975-03-26T00:00:00Z,1977-01-20T00:00:00Z,,,5,Q2578451,William Denman Eberle,Q2158789,Robert S. Strauss,,,,,,Q373578-A0D1B930-BF42-46E4-B922-EEC859AE0BF9
Q374168,Frederick H. Mueller,Q2003296,United States Secretary of Commerce,,,,,,,,,,,,,,,Q374168-9cbe4c94-9613-455d-ab1f-5b4460588c90
Q709453,Frederick Theodore Frelinghuysen,Q14213,United States Secretary of State,1881-12-19T00:00:00Z,1885-03-06T00:00:00Z,,,29,Q448778,James G. Blaine,Q708034,Thomas F. Bayard,,,,,,Q709453-BEDEC35F-AF62-4189-A97B-E4D7AA0C78CE
Q939880,G. William Miller,Q4215834,United States Secretary of the Treasury,1979-08-06T00:00:00Z,1981-01-20T00:00:00Z,,,,Q62988,W. Michael Blumenthal,Q1240286,Donald Regan,,,,,,Q939880-4B2D4F88-CB74-49D0-BC59-2843F6D53C18
Q271717,Gale Norton,Q2287650,United States Secretary of the Interior,2001-01-31T00:00:00Z,2006-03-31T00:00:00Z,,,48,Q878739,Bruce Babbitt,Q737493,Dirk Kempthorne,,,,,,Q271717-C78F9A3C-64D4-4073-B13C-2532B6526AC6
Q310841,Garret Hobart,Q11699,Vice President of the United States,1897-03-04T00:00:00Z,1899-11-21T00:00:00Z,,,24,Q310839,Adlai Stevenson I,Q33866,Theodore Roosevelt,,,,,,Q310841-612FA145-FA07-485A-A429-E4AA7CFF9DC8
Q350378,Gary Locke,Q2003296,United States Secretary of Commerce,2009-03-26T00:00:00Z,2011-08-01T00:00:00Z,,,,,,,,,,,,,Q350378-cebc7f93-4eae-b489-1ec0-0542b7c6f0ab
Q1334556,George B. Cortelyou,Q4215834,United States Secretary of the Treasury,1907-03-04T00:00:00Z,1909-03-07T00:00:00Z,,,44,Q881151,L. M. Shaw,Q1371351,Franklin MacVeagh,,,,,,Q1334556-B5B0CD1D-990E-4E6C-8EEA-B85B5816A4AF
Q997635,George Ball,Q1785225,United States Ambassador to the United Nations,1968-06-26T00:00:00Z,1968-09-25T00:00:00Z,,,7,Q709513,Arthur Goldberg,Q1681058,James Russell Wiggins,,,,,,Q997635-27AD922D-BF8F-4F44-B6B2-34F83334A22E
Q741482,George Bancroft,Q940135,United States Secretary of the Navy,1845-03-11T00:00:00Z,1846-09-09T00:00:00Z,,,,Q1258123,John Y. Mason,Q1258123,John Y. Mason,,,,,,Q741482-25A6B3CE-92A0-4FAB-A669-0FACAC94F594
Q201646,George Clinton,Q11699,Vice President of the United States,1805-03-04T00:00:00Z,1812-04-20T00:00:00Z,,,,Q179090,Aaron Burr,Q219797,Elbridge Gerry,,,,,,Q201646-1748C595-DCEB-4231-9CF5-1DAD8CF6EA4F
Q925084,George Edmund Badger,Q940135,United States Secretary of the Navy,1841-03-06T00:00:00Z,1841-09-11T00:00:00Z,,,12,Q372969,James Kirke Paulding,Q318482,Abel P. Upshur,,,,,,Q925084-E1E4266A-018F-4DF6-A3C5-25963CAB33E3
Q23505,George H. W. Bush,Q1785225,United States Ambassador to the United Nations,1971-03-01T00:00:00Z,1973-01-18T00:00:00Z,,,,Q1066494,Charles Woodruff Yost,Q6095801,John A. Scali,,,,,,Q23505-d5344fb1-4848-a0db-d4ed-95a6f944787d
Q23505,George H. W. Bush,Q11699,Vice President of the United States,1981-01-20T00:00:00Z,1989-01-20T00:00:00Z,,,43,Q49216,Walter Mondale,Q49214,Dan Quayle,,,,,,Q23505-a639f8c2-43dd-2af6-9275-fd4f0cc478e5
Q725008,George Henry Williams,Q636207,United States Attorney General,1871-12-14T00:00:00Z,1875-04-25T00:00:00Z,,,,,,,,,,,,,Q725008-B38F5DDA-2D1F-4AD2-82DA-7B21C25C98D2
Q1439143,George Humphrey,Q4215834,United States Secretary of the Treasury,,,,,,,,,,,,,,,Q1439143-b8fd2c28-b3c8-45a0-9e94-55b741461919
Q1378961,George M. Bibb,Q4215834,United States Secretary of the Treasury,,,,,,,,,,,,,,,Q1378961-922AAFFC-53CA-4B68-9750-AF2B15F4366D
Q310849,George M. Dallas,Q11699,Vice President of the United States,1845-03-04T00:00:00Z,1849-03-04T00:00:00Z,,,11,Q11881,John Tyler,Q12306,Millard Fillmore,,,,,,Q310849-9C1C76AF-D0F2-4ABF-944C-1E420445F138
Q1371329,George Magoffin Humphrey,Q4215834,United States Secretary of the Treasury,1953-01-21T00:00:00Z,1957-07-29T00:00:00Z,,,55,,,,,,,,,,Q1371329-12D65104-5329-47A4-A047-C7841246F020
Q151414,George Marshall,Q735015,United States Secretary of Defense,1950-09-21T00:00:00Z,1951-09-12T00:00:00Z,,,,Q1370756,Louis A. Johnson,Q2063424,Robert Abercrombie Lovett,,,,,,Q151414-74EF4423-997C-4473-B798-9A500D8B8635
Q151414,George Marshall,Q14213,United States Secretary of State,1947-01-21T00:00:00Z,1949-01-20T00:00:00Z,,,50,Q432726,James F. Byrnes,Q214758,Dean Acheson,,,,,,Q151414-C7330C06-68F3-46B4-A401-BA397A367260
Q313411,George P. Shultz,Q967750,United States Secretary of Labor,1969-01-22T00:00:00Z,1970-07-01T00:00:00Z,,,11,Q597813,W. Willard Wirtz,Q373471,James Day Hodgson,,,,,,Q313411-c8fc2a58-46ca-ccc7-551e-2008c5a7aa4e
Q313411,George P. Shultz,Q14213,United States Secretary of State,1982-07-16T00:00:00Z,1989-01-20T00:00:00Z,,,60,Q822380,Walter John Stoessel,Q555504,Michael Armacost,,,,,,Q313411-6E3ECCF1-1D26-4909-86A3-ACCE54D3B5B6
Q313411,George P. Shultz,Q4215834,United States Secretary of the Treasury,1972-06-12T00:00:00Z,1974-05-08T00:00:00Z,,,62,Q311293,John Connally,Q2006144,William E. Simon,,,,,,Q313411-e06ad56f-4e8c-d4e7-06c8-97049b10e1f9
Q544561,George S. Boutwell,Q4215834,United States Secretary of the Treasury,1869-03-12T00:00:00Z,1873-03-16T00:00:00Z,,,,Q942759,Hugh McCulloch,Q1711147,William Adams Richardson,,,,,,Q544561-D01BB6A0-0F4B-4A31-841F-2610D3F3C99B
Q769752,George W. Campbell,Q4215834,United States Secretary of the Treasury,1814-02-09T00:00:00Z,1814-10-05T00:00:00Z,,,5,Q500046,Albert Gallatin,Q1335536,Alexander J. Dallas,,,,,,Q769752-C817DE1D-9887-4D66-89F6-B0B779960855
Q330995,George W. Crawford,Q2419102,United States Secretary of War,1849-03-08T00:00:00Z,1850-07-23T00:00:00Z,,,21,Q389258,William Learned Marcy,Q1065426,Charles Magill Conrad,,,,,,Q330995-91D6972E-6DED-4431-A562-EF94A09976D6
Q520275,George W. Romney,Q2419581,United States Secretary of Housing and Urban Development,1969-01-22T00:00:00Z,1973-01-20T00:00:00Z,,,3,Q932181,Robert Coldwell Wood,Q1385357,James Thomas Lynn,,,,,,Q520275-C723B10A-85BD-41A6-934A-4F6BAD4084F6
Q351949,George Woodward Wickersham,Q636207,United States Attorney General,,,,,,,,,,,,,,,Q351949-F8584B1B-D304-4CA5-9AE4-6E01AD68D2C9
Q9582,Gerald Ford,Q11699,Vice President of the United States,1973-12-06T00:00:00Z,1974-08-09T00:00:00Z,,,40,Q203433,Spiro Agnew,Q11237,Nelson Rockefeller,,,,,,Q9582-3563B74B-8748-4C1E-95DE-175D15B40A51
Q2303939,Gideon Welles,Q940135,United States Secretary of the Navy,1861-03-07T00:00:00Z,1869-03-04T00:00:00Z,,,24,Q881600,Isaac Toucey,Q365320,Adolph E. Borie,,,,,,Q2303939-FED1663B-D54D-4BA6-ACE4-04FAC18DE438
Q5562899,Gina McCarthy,Q2087596,Administrator of the Environmental Protection Agency,2013-07-18T00:00:00Z,2017-01-20T00:00:00Z,,,,Q4933628,Bob Perciasepe,Q28469527,Catherine McCabe,,,,,,Q5562899-8daba3a8-4590-0260-df35-53a5cedcb33a
Q5562913,Gina Raimondo,Q2003296,United States Secretary of Commerce,2021-03-03T00:00:00Z,,,,,,,,,,,https://www.whitehouse.gov/administration/cabinet/,Gina Raimondo,Secretary of Commerce,Q5562913-c2b1422a-4682-3f54-58ae-9024060f3cb3
Q723378,Gordon Gray,Q1591470,United States Secretary of the Army,1949-04-28T00:00:00Z,1950-04-12T00:00:00Z,,,,Q167083,Kenneth Claiborne Royall,Q1443928,Frank Pace,,,,,,Q723378-AD219EFF-84D3-4B20-AA17-F9AE36937E4B
Q3110903,Gordon H. Mansfield,Q1658460,United States Secretary of Veterans Affairs,2007-10-01T00:00:00Z,2007-12-20T00:00:00Z,,,,Q1288295,Jim Nicholson,Q1534214,James Peake,Q4676846,acting,,,,Q3110903-33eaee2f-4616-4a04-8beb-19a6dca6e160
Q323508,Gordon R. England,Q940135,United States Secretary of the Navy,2001-05-24T00:00:00Z,2003-01-24T00:00:00Z,,,,Q7341743,"Robert B. Pirie, Jr.",Q7648121,Susan Livingstone,,,,,,Q323508-C9D5E9EF-B483-48B6-89E9-A9D382BFBF49
Q323508,Gordon R. England,Q940135,United States Secretary of the Navy,2003-10-01T00:00:00Z,2006-01-03T00:00:00Z,,,,Q5651089,Hansford T. Johnson,Q1239753,Donald C. Winter,,,,,,Q323508-D90445EB-8305-4D1F-A524-93663932CBAF
Q28469524,Grace Bochenek,Q1029968,United States Secretary of Energy,2017-01-20T00:00:00Z,2017-03-02T00:00:00Z,,,,Q5393576,Ernest Moniz,Q215057,Rick Perry,,,,,,Q28469524-8EDBD9BD-BFC6-42B7-8880-81281AC1C5D3
Q1545383,Gregory R. Dahlberg,Q1591470,United States Secretary of the Army,,,,,,,,,,,,,,,Q1545383-89f9a713-407a-48c4-82c5-b1c89f2693d8
Q1335058,Griffin Bell,Q636207,United States Attorney General,1977-01-26T00:00:00Z,1979-08-16T00:00:00Z,,,,,,,,,,,,,Q1335058-5ABAC8C4-318D-469C-9E31-AE9495D5243F
Q5628234,H. Freeman Matthews,Q14213,United States Secretary of State,1953-01-20T00:00:00Z,1953-01-21T00:00:00Z,,,,Q214758,Dean Acheson,Q223677,John Foster Dulles,,,,,,Q5628234-c8ba286e-433e-c75c-85ca-a6294a0746f6
Q685992,Hamilton Fish,Q14213,United States Secretary of State,1869-03-17T00:00:00Z,1877-03-12T00:00:00Z,,,26,Q731492,Elihu B. Washburne,Q709167,William M. Evarts,,,,,,Q685992-f7966a4c-4b8c-5fe4-becd-247769a02cc8
Q366343,Hamilton Jordan,Q786242,White House Chief of Staff,1979-08-06T00:00:00Z,1980-06-12T00:00:00Z,,,,Q48259,Dick Cheney,Q366337,Jack Watson,,,,,,Q366343-8BD8AA5A-E66A-4522-8F55-2BAD492265FB
Q273546,Hannibal Hamlin,Q11699,Vice President of the United States,1861-03-04T00:00:00Z,1865-03-04T00:00:00Z,,,15,Q273212,John C. Breckinridge,Q8612,Andrew Johnson,,,,,,Q273546-F3F9C5B8-D915-4616-9632-92789D92C426
Q11974076,Hans Mark,Q261746,United States Secretary of the Air Force,1979-05-18T00:00:00Z,1981-02-09T00:00:00Z,,,13,Q6225786,John Charles Stetson,Q7921977,Verne Orr,,,,,,Q11974076-6fc6a9e7-ed98-4e09-9db3-d759bc3108e3
Q5651089,Hansford T. Johnson,Q940135,United States Secretary of the Navy,,,,,,,,,,,,,,,Q5651089-a234bd92-cceb-4d08-a1ac-b0c0220d00f4
Q942386,Harlan F. Stone,Q636207,United States Attorney General,1924-04-07T00:00:00Z,1925-03-01T00:00:00Z,,,52,Q351931,Harry Micajah Daugherty,Q351943,John G. Sargent,,,,,,Q942386-2F36F265-447B-4435-A303-024806AA140A
Q552916,Harold Brown,Q735015,United States Secretary of Defense,1977-01-21T00:00:00Z,1981-01-20T00:00:00Z,,,,Q184650,Donald Rumsfeld,Q434142,Caspar Weinberger,,,,,,Q552916-f90d0f97-40ea-2a01-3577-4ecdc595466d
Q552916,Harold Brown,Q261746,United States Secretary of the Air Force,1965-10-01T00:00:00Z,1969-02-15T00:00:00Z,,,,Q1373143,Eugene M. Zuckert,Q2158806,Robert Seamans,,,,,,Q552916-2f164774-424c-44f3-bddf-f45bf169a59a
Q15497642,Harold E. Talbott,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q15497642-3708fe18-8bfb-435c-a4fe-cc3258b11f89
Q1400386,Harold L. Ickes,Q2287650,United States Secretary of the Interior,1933-03-04T00:00:00Z,1946-02-15T00:00:00Z,,,32,Q2133926,Ray Lyman Wilbur,Q464472,Julius Albert Krug,,,,,,Q1400386-E20F6975-698E-4E3E-9B7D-94551FDAA0D7
Q886692,Harry Hines Woodring,Q2419102,United States Secretary of War,1936-09-25T00:00:00Z,1940-06-20T00:00:00Z,,,53,Q571030,George Dern,Q314826,Henry L. Stimson,,,,,,Q886692-591458F2-BF72-4FB1-B580-C6592EAA9DAC
Q450615,Harry Hopkins,Q2003296,United States Secretary of Commerce,1938-12-24T00:00:00Z,1940-09-18T00:00:00Z,,,8,Q375381,Daniel C. Roper,Q1511130,Jesse H. Jones,,,,,,Q450615-36C85BF8-535A-45C6-B108-38B159A76DDA
Q351931,Harry Micajah Daugherty,Q636207,United States Attorney General,,1924-04-06T00:00:00Z,,,,Q1354363,Alexander Mitchell Palmer,Q942386,Harlan F. Stone,,,,,,Q351931-D946CD2D-FDBD-4A5E-B156-A950247696A9
Q958413,Harry Robbins Haldeman,Q786242,White House Chief of Staff,1969-01-20T00:00:00Z,1973-04-30T00:00:00Z,,,,Q1268791,James Robert Jones,Q107957,Alexander Haig,,,,,,Q958413-25F5C2B3-EB0F-47F5-A5DA-C7D22CBF0EB2
Q11613,Harry S Truman,Q11699,Vice President of the United States,1945-01-20T00:00:00Z,1945-04-12T00:00:00Z,,,34,,,,,,,,,,Q11613-57DE6389-C911-4AF2-8978-90ABA2C34402
Q465586,Hazel R. O'Leary,Q1029968,United States Secretary of Energy,1993-01-22T00:00:00Z,1997-01-20T00:00:00Z,,,,Q976990,James D. Watkins,Q1400546,Federico Peña,,,,,,Q465586-D2BB84F0-D5C2-4374-862D-4E993062E4B6
Q459712,Heather Wilson,Q261746,United States Secretary of the Air Force,2017-05-16T00:00:00Z,,,,24,Q16189325,Deborah Lee James,,,,,,,,Q459712-EBEC8634-F43D-468F-8BC3-19E3D43F6CF5
Q16152084,Hector Barreto,Q15623718,Administrator of the Small Business Administration,,,,,,,,,,,,,,,Q16152084-5b148da7-efd5-499e-86ac-c105b82abb73
Q251666,Henry A. Wallace,Q1029955,United States Secretary of Agriculture,1933-03-04T00:00:00Z,1940-09-04T00:00:00Z,,,,Q710508,Arthur M. Hyde,Q373253,Claude R. Wickard,,,,,,Q251666-819635F7-90E6-41D0-A108-4E0FBC3A88AC
Q251666,Henry A. Wallace,Q2003296,United States Secretary of Commerce,1945-03-02T00:00:00Z,1946-09-20T00:00:00Z,,,,Q1511130,Jesse H. Jones,Q345531,W. Averell Harriman,,,,,,Q251666-46BDA7B7-A830-4DE3-9677-A8E9E1080160
Q251666,Henry A. Wallace,Q11699,Vice President of the United States,1941-01-20T00:00:00Z,1945-01-20T00:00:00Z,,,33,Q298991,John Nance Garner,Q11613,Harry S Truman,,,,,,Q251666-57CD0A7B-2108-4952-8143-4B710DB1AFF4
Q450984,Henry Cabot Lodge Jr.,Q1785225,United States Ambassador to the United Nations,1953-01-01T00:00:00Z,1960-01-01T00:00:00Z,,,,,,,,,,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000394,,,Q450984-2702e243-4c60-1b90-65c7-ba97cf2587ca
Q464219,Henry Cantwell Wallace,Q1029955,United States Secretary of Agriculture,,,,,,,,,,,,,,,Q464219-01523616-1135-4c4d-b7a3-3f2417b08c4a
Q1606601,Henry Cisneros,Q2419581,United States Secretary of Housing and Urban Development,1993-01-22T00:00:00Z,1997-01-19T00:00:00Z,,,10,Q357676,Jack Kemp,Q11673,Andrew Cuomo,,,,,,Q1606601-1DF3EFBC-A699-4453-8122-E950F982F4B6
Q319630,Henry Clay,Q14213,United States Secretary of State,1825-03-07T00:00:00Z,1829-03-04T00:00:00Z,,,9,Q16240815,Daniel Brent,Q3430859,James Alexander Hamilton,,,,,,Q319630-D855397C-6E7F-4F4E-A321-F12C5CC79521
Q968412,Henry D. Gilpin,Q636207,United States Attorney General,,,,,,,,,,,,,,,Q968412-72C1EAAF-2295-43A3-A7D0-10A240A48D86
Q963349,Henry Dearborn,Q2419102,United States Secretary of War,1801-03-05T00:00:00Z,1809-03-04T00:00:00Z,,,5,Q594570,Samuel Dexter,Q661668,William Eustis,,,,,,Q963349-980B9394-7866-45E1-B10B-93333C1DB02D
Q1385526,Henry H. Fowler,Q4215834,United States Secretary of the Treasury,,,,,,,,,,,,,,,Q1385526-2D369B4F-D783-4173-B188-0C90F8E2CBBA
Q66107,Henry Kissinger,Q14213,United States Secretary of State,1973-09-22T00:00:00Z,1977-01-20T00:00:00Z,,,56,Q822359,Kenneth Rush,Q972052,Philip Habib,,,,,,Q66107-0DD3B1E9-666B-4FAC-97F9-97ABC32B3D20
Q355680,Henry Knox,Q2419102,United States Secretary of War,,,,,,Q817605,Benjamin Lincoln,Q435168,Timothy Pickering,,,,,,Q355680-181BD4C3-BF8D-4DC7-8EA8-E7C846CE7E6E
Q355680,Henry Knox,Q2419102,United States Secretary of War,1785-03-08T00:00:00Z,1789-09-12T00:00:00Z,,,,Q817605,Benjamin Lincoln,,,,,,,,Q355680-0333C796-3682-4B98-9B6F-8597A952A5F5
Q355680,Henry Knox,Q2419102,United States Secretary of War,1789-09-12T00:00:00Z,1794-12-31T00:00:00Z,,,1,,,Q435168,Timothy Pickering,,,,,,Q355680-08E0181E-4660-4EEB-A9EF-6CC8133AEB02
Q314826,Henry L. Stimson,Q14213,United States Secretary of State,1929-03-28T00:00:00Z,1933-03-04T00:00:00Z,,,46,Q193009,Frank B. Kellogg,Q202979,Cordell Hull,,,,,,Q314826-554A785A-54E8-4A56-9D91-3F1C987BBCFA
Q314826,Henry L. Stimson,Q2419102,United States Secretary of War,1911-05-22T00:00:00Z,1913-03-04T00:00:00Z,,,,Q350080,Jacob M. Dickinson,Q281564,Lindley Miller Garrison,,,,,,Q314826-C3174E3C-73CA-4AB0-B707-E9E827E1AF02
Q314826,Henry L. Stimson,Q2419102,United States Secretary of War,1940-07-10T00:00:00Z,1945-09-21T00:00:00Z,,,,Q886692,Harry Hines Woodring,Q723287,Robert P. Patterson,,,,,,Q314826-FA949A90-9B39-49CC-BF14-010256CD25B1
Q450751,Henry Morgenthau Jr.,Q4215834,United States Secretary of the Treasury,1934-01-01T00:00:00Z,1945-07-22T00:00:00Z,,,52,Q2031553,William H. Woodin,Q460151,Fred M. Vinson,,,,,,Q450751-3F6D13B2-A709-43B9-8940-4690B2EEAA96
Q311025,Henry Paulson,Q4215834,United States Secretary of the Treasury,2006-07-10T00:00:00Z,2009-01-20T00:00:00Z,,,74,Q449689,John W. Snow,Q311211,Timothy Geithner,,,,,,Q311025-0E3314CD-5E71-4580-A4F6-CC375BF697A0
Q1641730,Henry Skillman Breckinridge,Q940135,United States Secretary of the Navy,,,,,,,,,,,,,,,Q1641730-a1dda0f1-670b-468a-9f93-2c057d33174c
Q724515,Henry Stanbery,Q636207,United States Attorney General,,,,,,,,,,,,,,,Q724515-F1C6E49D-8C3B-4B69-85C5-18615C9B60C8
Q313302,Henry Wilson,Q11699,Vice President of the United States,1873-03-04T00:00:00Z,1875-11-22T00:00:00Z,,,18,Q310852,Schuyler Colfax,Q310835,William A. Wheeler,,,,,,Q313302-D3EDCFB4-5FED-4A48-8E90-E61B504A2225
Q1607976,Herbert Alton Meyer,Q2287650,United States Secretary of the Interior,1915-01-01T00:00:00Z,1917-01-01T00:00:00Z,,,,,,,,,,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000680,,,Q1607976-071defbc-44a2-7291-2b11-18089602148c
Q351761,Herbert Brownell,Q636207,United States Attorney General,1953-01-21T00:00:00Z,1957-10-23T00:00:00Z,,,62,Q723812,James P. McGranery,Q433180,William P. Rogers,,,,,,Q351761-3C1FF7C4-6522-47A1-B0FC-87AA9F8ED5DF
Q35236,Herbert Hoover,Q2003296,United States Secretary of Commerce,1921-03-05T00:00:00Z,1928-08-21T00:00:00Z,,,,Q925076,Joshua W. Alexander,Q2578795,William Fairfield Whiting,,,,,,Q35236-587FE703-A211-4C6E-9745-D669438EB38E
